,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
7853,in birthday wish good health hippie hippie nun,0.6808,positive
7854,bath janab allah ny kens ace ilm day yours mallom hojat,0,neutral
7855,dear opposite leader regard entertain fan rahulgandhi the bun jyog c c,0.7351,positive
7856,lady open to walk ghome take the world the enemy mt the bun work this dhamma dhamma hori this fodd degi,-0.5423,negative
7857,pledgeagainstcorrupt dr saint ram sigh ask गुरुमेएत् rahim man nun,0.0258,positive
7858,runes let&#39;s go kushi li tref country head सुभ्कम्नय् more,0,neutral
7859,sir oath sir oath sir student yours hardik delhi more me to see chhat me,0,neutral
7860,god bless salmon pp best luck person pp god bless head age reason nun,0.9432,positive
7861,popular food india eat i swear nun,0.3818,positive
7862,okud lun turn around nhi will be asli okud c y c l vimal,0.4588,positive
7863,found awesom record main mohabbat mad jong smoothie,-0.4939,negative
7864,dear get well soon on feel better d love take holiday network neasmani flaresi nun,0.926,positive
7865,rather back jail video mommy mamt be the only to speak brother uspar why b,0,neutral
7866,indian s mark sharp assi railt तान् earned the good गान् god to know bete,0.6124,positive
7867,head सुभ्कम्नय् new responsibility li bub sakti demeri request,0,neutral
7868,she sir who love sir god tuhanu ho progress ifd fire vd give nun,0.7717,positive
7869,yes time come jayge nun,0.4019,positive
7870,hate people think sock bc post share stuff पपन्सिन् funni nun,-0.3612,negative
7871,call peace congress preside bail bad support you mad ear c ommunity his,-0.128,negative
7872,love lui purple hair purple today sun quick sm hahaha phantom alv,0.8316,positive
7873,a lot a lot more,0,neutral
7874,marya will live becheri country nun,0,neutral
7875,video status channel a chi a chi see li subscale rib do nun,0,neutral
7876,today th silver day news deep time jubilee kartik trich indi nun,0,neutral
7877,object to eat eagle nh come on ok lat marque bg per,0.6597,positive
7878,quagmir dark laura aaj boil tip sp chor bjp come nun,0,neutral
7879,much love girlfriend s love hazar c hey nun,0.8555,positive
7880,last week friend said avoid friend any mayethi wife c ours dirti,0.6369,positive
7881,person to you man argument milk lad man barbar fear,-0.6908,negative
7882,hope get fuck get work tonight day meeeeeeeeeeeeee m close hang hhhhh,-0.1531,negative
7883,m best speech pranam,0.6369,positive
7884,increasessccglvac ask vp pradhan minister the bun,0,neutral
7885,q boy girl honest like character gender mang nun,0.7003,positive
7886,true may vais keert country dark धकेल्न् निपत् nun,0.4215,positive
7887,khan m hear pass away pleasure work the good weiruji privileg weiruji amaz nun,0.765,positive
7888,congress gandhi log pet per name walk baki पुच्न्,0,neutral
7889,awesom represent at bharati hindustan वन्द् only jai in जिन्दबद् life,0,neutral
7890,khan khan took as zt street mt dillavo kr what mm pop kr take the front,0,neutral
7891,cut pick this picture very nun,-0.2732,negative
7892,sir enjoy school is return mug delhi guest mug milt trs etni salari mil,0.4939,positive
7893,move rapid sharp show sir big fan sir bharat promotions jog nun,0.3182,positive
7894,congress zero balance account पत्रग् modiji they rajyo open nun,0,neutral
7895,worldcup day cricketkacrown hippie jaateg,0,neutral
7896,to login follow back rape fuck oi वहयत् and जिसम् visible lani wali free सथ् nun,-0.7096,negative
7897,ah shame you kit ह्कोमत् च् pus theft thououou nun,-0.4767,negative
7898,birthday baby wish life hippie brother healthi nun,0.4019,positive
7899,dr sir lank kal majhb me arrest orto bachhedani nickel give islam kh,-0.34,negative
7900,good that ace the living nun,0.4404,positive
7901,mifflin love love master to know sadi you c to know bub self you happiness keep a,0.9186,positive
7902,org nail scene buck the birth cariakudisyurg nun,0,neutral
7903,freedom fighter modiji many thank you hum country famous lost aaj generat front लान्,0.7184,positive
7904,god song ever pehl pehl pehl love soni peh mulayat रोमन्त् c reat,0.743,positive
7905,great post dean love watch game role j ladi f referees observe,0.8519,positive
7906,king world accidental listen chakki dog baat nhi rhi baat nun,-0.0772,negative
7907,appreci talent brow huh c reativ in the beginning the fire the fire look nun,-0.25,negative
7908,ok friend thank much effort disturb secure reason huh sorri huh then nun,0.765,positive
7909,congress responsibility thehar,0,neutral
7910,good loot export pakistani ranger brought peace earache poli c inno c really hippie nun,0.7506,positive
7911,okay read love think sent email kind make head and seungmin sense,0.8591,positive
7912,one leave team to know syed mns च्,-0.0516,negative
7913,wish someone save like sir save made parent well-worn इशान् awasthi tar ज़मेएन् realies mu c,0.891,positive
7914,that&#39;s right to bury permaculture kabir god this satlok but jayeng nun,0.1406,positive
7915,cab chairman grass the sea accusation applied inquiry to do itiz nun,-0.25,negative
7916,ok mubarak guy world रम्जन् nun,0.296,positive
7917,bandit pine hotho bat come on p leng drinks kharab sigrat august mil live,0,neutral
7918,awwwie love queen,0.6369,positive
7919,actual look better bit wrinkle wish could shirt khadi kurt really rev. khadi uniron,0.6808,positive
7920,congratul wish birthday like share twitter kind nhi paddt hippie pucca,0.8689,positive
7921,mt त्न्स्न् take early wholesale deng gold badi baat,0,neutral
7922,pain pappu pappu will remain लेकिन् pending time will tell that&#39;s right hoag country nun,-0.5106,negative
7923,like intra asp allah nun,0.3612,positive
7924,dear pm sir pm sir elect mubarak regard hum popular more references way to win per nun,0.8481,positive
7925,birthday today day every like smile big laugh loud hippie live nun,0.8225,positive
7926,thank commitment serve serve mp jai india hw military family nun,0.6249,positive
7927,dub congress die people chey yours solution on speech per ist,-0.3818,negative
7928,mild hath jane homeless lack ac wash hazar word moke the gift only,0.1531,positive
7929,consent concept rein midst the hustle and bustle तोक्रय् smile islam day bulk remember un,0.5267,positive
7930,captain also want siddhukitpolit siddhu foolish jayge nun,-0.2023,negative
7931,gay dhongi bub gayab tent above above said that tent,0,neutral
7932,also concert look beauty see post armi finn the stables give franc love instagram,0.8402,positive
7933,friend post smoke alcohol outer mecoool brow inner bc story merukk stop father,0.25,positive
7934,world cup bus india free want haran intent sh allah,0.5574,positive
7935,job perform good nhi charity mr. crow nun,0.6908,positive
7936,ghost good point could ever forgotten huh nun,-0.0772,negative
7937,digit q you bt nun,0,neutral
7938,seen kidnap film think almost good watch अफरन् उधारुन् mae,0.3832,positive
7939,pp man allah do ch&#39;ao&#39;or allah nhi chori c inshallah choao&#39;or choao&#39;ao&#39;or nun,0,neutral
7940,guam guam guam zindagi you thought death gooseberry wali honey you muslim of course,-0.5994,negative
7941,predict saint rumple great saints bharat born leg nature change qt free,0.8807,positive
7942,face account band account fell kr then asli to become then to speak nun,0,neutral
7943,nice love did blockbust move sallu nun,0.7906,positive
7944,lick timber sari me take,0,neutral
7945,marya jail asif right bant thirteen asif father,0,neutral
7946,deepika phew roop question affectionate,0.4404,positive
7947,look madarchod humre,0,neutral
7948,hume one j.e.t. hardik more bharos country the world your visually come,0,neutral
7949,hindu baat understand take the baat चह्त् living muslim सथ् keht,0,neutral
7950,samoan pleas bless everyone maximum late night anus mrng save simran परमर्थ्,0.7184,positive
7951,sonya khan matas isk kehn years bewakoff uns some,0,neutral
7952,west bengal vote vote lad die to give jteya hum state percent subs more moat,-0.5994,negative
7953,she bar pradha bharat success popular prime minister manya narendra pune,0.7579,positive
7954,twitter yes close crow choro mobil jumi nmz this come jummahubarak nun,0.4019,positive
7955,birthday wish best hippie avo bronihuof dovuon very nun,0.7845,positive
7956,good luck kick european tour today,0.7096,positive
7957,¡ ¡  salvador you persevere l. ñ you give est á n medio give she valient allegre the fart c ontigo that renuve nun,0,neutral
7958,may god strike together today heheh nun,0.1531,positive
7959,branch even india congress sonya congress old per notch,0,neutral
7960,sweet thank much guai sleep up voice nun,0.6705,positive
7961,pin ex fact up made day ari that acquittal mr. too aaj address chla nun,0,neutral
7962,love wear click colour look beauty colour outfit avanile न्त् it&#39;s,0.8402,positive
7963,thefilm,0,neutral
7964,xx weak see mani c इगरेत्त् vaz स्य् zoroar ह्न् लेकिन् such early death nun,-0.7783,negative
7965,argue band jay pubg what सथ् tik tok think up सकोओन् nun,-0.34,negative
7966,log pm mohd die be engaged the reason country choose कर्वन् positions that us problem nh,-0.1779,negative
7967,best option नीएन् now नीएन् nun,0.6369,positive
7968,day great time catch people up c inaugur illustri nun,0.6249,positive
7969,faces brow becomes india best world or will win तेएम् nun,0.8402,positive
7970,love salmon sir move ply sir ply bharat the essential see you dream apps to meet,0.7351,positive
7971,them cum understand भोओल् mt intern c ommunity daily jagran paddt,0,neutral
7972,jais compound write being compound name cheez only only caste,0,neutral
7973,anchor chaploosi use talk baat tell channel nickel,0,neutral
7974,greatest pain come love love someone never main ace thought nun,0.8834,positive
7975,sir good job nice inform old market nice one voice shell if come nun,0.8176,positive
7976,paul gandhi suport years siddh,0,neutral
7977,hour elect fuck one vote fuck everi single change chootia change chootia captain nun,-0.7906,negative
7978,zindagi one beauty song main you stubbornness let&#39;s see the summer,0.4019,positive
7979,back abuse sunt giving,-0.4215,negative
7980,marshal remain video | kash ace rawal hundreds quadri phew,0,neutral
7981,argument chodo you will live debt sorri nun,-0.6124,negative
7982,vs ram appreci sweet use band hum god coms cum usk polit kardo nun,0.6249,positive
7983,time school aj kal uski bat nhe puran bat aj kal c ol,0,neutral
7984,captain subs day ayg nun,0,neutral
7985,good job new circar the bun because लकिन् will question because country aconomie per morning,0.4404,positive
7986,my work ar cp poor assassination give his hungry nun,-0.7906,negative
7987,log crush best friend nakhri क्र्तेय् yes hum nakhri खतम् nhi nun,0.8591,positive
7988,sir gay hke fixed jayato more w. janta undone mt,0,neutral
7989,punjabi overdue think such nun,0,neutral
7990,elect anchor channel paid channel teeno per ghost fly give this lane spli aaj bjp nun,-0.3182,negative
7991,love brow lakh tak baat what nun,0.6369,positive
7992,also red pm exit kejri invited c eremony lick hands magic थम्मनेवाल् nun,0,neutral
7993,later best ever fulu,0.6369,positive
7994,pleas hold m inter fan vote pleas knew make boy debut hiro okay sorri c a न्त् nun,0.4939,positive
7995,pad tax topic now well done question har मलुम् jat and उथलेत् bjp shallow v,0.2732,positive
7996,manhood firdouspti manhood too share ali over ali thori shame leyte what necessarily कर्नय् ka,-0.2263,negative
7997,ohio ashutosh payment time c ongr side why krt c ongr,0,neutral
7998,hum mohabbat band to you lgt nhi delhi dervaz हुम्न् himself b will open,0,neutral
7999,handed khan barbar want dirty family will win nun,0.296,positive
8000,her j.e.t. j.e.t. appki her har har har j.e.t. subs big yes,0.4019,positive
8001,scientist death murder jhut felt only,-0.8625,negative
8002,canal tune band you gandu kamr accidental pang take swami बनयेन्ग nun,-0.0772,negative
8003,take oath prime narendra minist jai india वन्द् मतरम्,0,neutral
8004,twitter me understand arrah let&#39;s go what yes see delhi nun,0.4019,positive
8005,sal responsibility home wife kahn i nun,0,neutral
8006,much expect worn writer rat bhabhi neighbour medioc story instrument nun,-0.296,negative
8007,muslin youth attack hindu latest example congress sleeper cell चन्त् jsr aktiv nun,-0.4767,negative
8008,sweet classmat mitchell feel special charcot ahhhh s akong c nangumust s akoa hahahahahahahaha long nun,0.6908,positive
8009,met,0,neutral
8010,warrior twitter account band cancer भग् jayengi nun,-0.6597,negative
8011,thank much yes the memory self nun,0.6369,positive
8012,sir ask star sport india without bin c ommetri fun therefore unconcerned nun,0.34,positive
8013,good more rat pumo please fc booc unk li day be engaged,0.8,positive
8014,recess awwwie thank let friend hey hey ooo surrey nun,0.6908,positive
8015,see within solution खिलोन् sell rhythm w tri nun,0.3182,positive
8016,hippie हप््य्बिर्थ्दय्सोनक्शिसिन्ह,0,neutral
8017,m co take keep heart the moon hippie c a न्त् c hey c a न्त् nun,0.6369,positive
8018,congress main actor main w debt i tell to you jais the corridor listen li debt self,-0.6124,negative
8019,take us eat up c onsol sekh kabb nan bubble zakir hippie hippie,0,neutral
8020,pretty free loving life friend want fun c hey ami true homi,0.9638,positive
8021,superb made film refresh take love triangle give give love give tabu,0.926,positive
8022,blockbust june th father arriv bharat भरत्थिसेइद् bharatwithfamili इअम्भरत् nun,0,neutral
8023,toward isn jail jitendra hooligan ml mayore bn lentils years nun,-0.3612,negative
8024,pass gutta hindu man purchase vern per chiff religion imagination play,0.34,positive
8025,ll eaten age well wish got boondi laddo nun,0.5859,positive
8026,sir may hbycot media oonki adat schumer deshvas pet will go dirty drain,-0.4404,negative
8027,pass human librando pagalpanti left because kahniya दाल् street ung,0,neutral
8028,back student exam paper km years companion mary job mt registered k money,0,neutral
8029,cm john visit c see human sonya wife see companion jai me जम्गओन् fall fort hemant cum nik,0,neutral
8030,stairway west run bad parisian team may appeal indi new zealand अवम् barish li दुआओन् nun,-0.5423,negative
8031,one better charm person swag hero villain role popular stop yes jiski sbse jayd,0.836,positive
8032,cool lui transform sure need take tip tour य्र् really य्र् तम्ने mogh kh क्र्वन् nun,0.5574,positive
8033,brow well love sbu some thick jai c anxiety nun,0.6808,positive
8034,friend record bad drunk th birthday put humble instagram story,-0.4019,negative
8035, think cometh kafi the enemy no. faithfulness dao करेन् nun,-0.1531,negative
8036,time doongaapko because अगर्तिम् love hopeyeg august not you money commission,0.6369,positive
8037,log parisian mind चुतियाप् hogay green visible jodh nun,0,neutral
8038,congratul she sir take oath prime sir warm regard sunday minist bhart salut perm nun,0.2263,positive
8039,altar russian parisian bad the new the dead lyrics mohajiron,-0.8316,negative
8040,birthday dear mug bless insan dhan dhan satguru asra hippie i swear papaji,0.6369,positive
8041,all remember cut boy follow like two old pick feed ig bitch im c of nun,-0.5267,negative
8042,ask pure damdar sun the demonstration bjp amitsh visually opposition suds white,0.1027,positive
8043,sweet blow remind love language receive love like different sync वन् nun,0.9313,positive
8044,parr owaisi chorh lights die hines spread nun,-0.5994,negative
8045,never ever like girl different c omplet very दिस् इप्लिन् the fall,-0.2755,negative
8046,hhhhh suzy ok mistake no गन्दुओन् child dirty will,-0.6486,negative
8047,such trailer butt masterclass alif chandni look osman khalid sohai ali eyebrows nun,0,neutral
8048,big win bank award small size receive  best bank well th bandhan delighted c nun,0.9509,positive
8049,ran q make difficult east that bag will be kuboel hoag irni that middall nun,-0.3612,negative
8050,jay say kalasara sb हिमत् ac program qazi faiz s ring मम्लय् per she door lagut hi nun,0,neutral
8051,would mean world understand much love hei न्त्,0.6369,positive
8052,main anisya up top bar remember krni irad nun,0.2023,positive
8053,bar bar sweet hospital admit love meh devotees चेलोन् curve mahabhakto,0.8481,positive
8054,thing gun say knife violenc c विओलेन्,-0.34,negative
8055,logik w italy rok comes conflict z á j odm í á odm í thj í í á wn í c e pro á eclad pucca person á í च् á nun,-0.3182,negative
8056,ghor paltu sal sal said will remain tejaswi vp taking sal mahaghatbandha,0,neutral
8057,toll august method lettie some were islaia understand,0,neutral
8058,well the verdict of,0.4019,positive
8059,human neetesh palti mar bub selfish li can,-0.4767,negative
8060,kearney congress sub me lagut circar badnam li karvya,0,neutral
8061,gutta suit indian muslin kehtay no washer gharr the ghat nun,-0.296,negative
8062,film yeah review said relays hui companion give,0.296,positive
8063,sat de jewel jewel he hath master jai saints rumple god bgt veins लगत् nun,0.7269,positive
8064,is job wish year use usk uski dillv the register free life zaye free peg cum day lad,0.8519,positive
8065,sir pad prime minister garim aapman the way personal country the enemy सथ् khad,-0.5423,negative
8066,coat kidnap listen kal wed s long ददि lall uncl to you to do i anxiety mt,-0.1779,negative
8067,congratul m big fan bc mild sirji man physical cum hmre country hm,0.3182,positive
8068,compound is part video see parait intrest agarv need see to ca bhar sakti bo a c,0,neutral
8069,human expert human help better inspi amaz per nun,0.6808,positive
8070,mud import rajneeti eagle come country ear physical surrey uspar baat do do primary edu c improve live nun,0.4404,positive
8071,god bless preside tramp thank sir secure america amen,0.8316,positive
8072,biggest voice show show bts बत्सत्वेम्ब्लेय् quick,0,neutral
8073,good lumbar lamina zindagi episode true city societal khati mayethi यादेइन् the bun,0.6908,positive
8074,blockbust like zero race thus etc etcccc lick dalali fourteen nun,0.3612,positive
8075,now man cool ´ rli nun,0.3182,positive
8076,friend look forward move really,0.4939,positive
8077,hope really fark i nun,0.4404,positive
8078,china indian look imf घुलाम् say भैजान्,0,neutral
8079,kadri chance chance chance indwpak पक्विन्द् c w c,0.6124,positive
8080,delaware khan lumbar auto rickshaw driver hail trades give free ride people head work azamgarh north nun,0.5574,positive
8081,oh see new kid block tour coast weekend yes nun,-0.0516,negative
8082,tip li were nun,0,neutral
8083,pappu circar more humul hoo some,0,neutral
8084,in result sunk mind kharab ग्य nun,0,neutral
8085,news burgher hindi good modiji,0.4404,positive
8086,pure vote name pm country me only hm proud hum country,0.4767,positive
8087,ram abi bjp sin the pit filled islaia god inn years dedias jais god krishan,-0.1027,negative
8088,leader hocker kehn chalt on the side white,0,neutral
8089,need protocol drama need take extend महतिर् love topi yes allah doe family family bill nun,0.8225,positive
8090,bollywood actor actress due damn act yes me like inexplicable b nun,0.3612,positive
8091,birthday happapp belat मह्नोओर् happiness no more always nun,0.34,positive
8092,matas hindustan vote unemployed नेअन्पधो kissano namehilo janta the bar free,0.5106,positive
8093,god who stumble oh god god bless handel steveolosho unku nun,0.7964,positive
8094,prime cabinet pray success minist ministers hardik good morning कमनय् hello nun,0.836,positive
8095,gutta nilesh pill nun,0,neutral
8096,doctor yei br hoq लेकिन् trembling zur ga,-0.3612,negative
8097,sir road twitter street social media main stream media ay pehle to play some hoag pehle then nun,0.34,positive
8098,spread word like good parma come nishit fresh goods take income blur,0.7717,positive
8099,election cover even nalanda leaves absolutely cookie s. to do the trees kahn jude,0,neutral
8100,one live london heart india away remain devotion,0.802,positive
8101,upper good apt choice succeed supers irni badkara they say athena aa nun,0.7269,positive
8102,small jay say enemies zr mother country serhad dehshat felay तुफन् then utheg,-0.4939,negative
8103,cut  beat great crow debt नतुर्,0.128,positive
8104,proud mother priceless moment pick thank give count heer ba,0.6808,positive
8105,abe lick bangladesh free akal i to you,0.5106,positive
8106,well leader got bless approve or people the sun,0.5994,positive
8107,sale share corrupt share miles blood bjp goods c अर्नेम् blood hoag nun,0.5267,positive
8108,birthday come hahahahahhaha j enjoy day love stay strong settlement uy beszu alvaayi,0.8934,positive
8109,तुज्म् dog दुम् frk nhi,0,neutral
8110,fuck fuck momentum penulti sal of course broke down nun,-0.8689,negative
8111,r af in fourteen,0,neutral
8112,nabiazad,0,neutral
8113,islamabad burgher away dirty khanye with the help of tou aj dishonor curvature अवम् qasor,-0.0516,negative
8114,beauty dear sister ilu mush allah ear नतुर् nun,0.8957,positive
8115,shame pad plugin duty pakri ga chali कर्नय् निक्कमय् drainage,-0.4767,negative
8116,dam am am guthlio,0,neutral
8117,and same and hafiz in bete must give dung भेंचोद् child in roz अ⁇ र,0,neutral
8118,hume un forgetful पौग्,-0.2732,negative
8119,stay bless show sweet api delhi happiness kr due अप्नय् api nun,0.8555,positive
8120,bus use best ja husn a view ल्हुद् pier pier लगत् obv the,0.6369,positive
8121,state clap thuquaig चक्क् pappu herv jahan jahan clear tax jais year,0.3818,positive
8122,sir jaipur interest work so much smell interest take interest to give dirty,0.7479,positive
8123,near gandhi st pm why your curtain hooligan nhi water angrejo help hijr country nun,0.0516,positive
8124,right tact bell indian food  indian  probably like eat nasal right  nun,0.3612,positive
8125,teno main so phone black sharp main g support ruhez brother cas cas the verge,0.4019,positive
8126,humor congress preside preside to know pehle abuse the gift mt to forget pet kal nun,-0.2732,negative
8127,quabool allah they gunhoe baksh give दुआओन् hone country amen,0,neutral
8128,also want dhol न्त् marri family inshallah free cruon c nun,0.5574,positive
8129,stuff salmon fuck filmfar best luck c ontinu chindivali pearls no,0.3612,positive
8130,mould turn sleep day life b wuzu son इबदत् hi a c yes nun,0.4019,positive
8131,ras happiness nseb wound indecent tears har blood flow no. hein friends to know give q,0.7003,positive
8132,elect meet hey character hey sorri bjp joot गोओन्दगर्दिस् le ideal bjp to change easy nun,0.743,positive
8133,good even sir know person red ration card take profit narendra,0.7003,positive
8134,cometh wrong worry kite jump dont nnti insyallah wake up late nk the chariot free nun,-0.4019,negative
8135,two fan vasooli val धुन्द्त् hour nun,0.3182,positive
8136,shah municipal did apt maroon eschar shah mulzmeen तन्खुवएन् kareedari kr sakeng nun,0,neutral
8137,spokesperson the baby kiss bat but circar surround gay islaia,0.2263,positive
8138,life pine got float nationalpineappleday,0,neutral
8139,pp some molan honor stare keep kr muslmano,0.4939,positive
8140,true skardu log proud heaven khoobsurat khoobsurat sergemein gbian nun,0.8481,positive
8141,us match live gutta jaw mean comment bhonkni li keep sorri nun,0,neutral
8142,post stay order sir youth uttarakhand mae her drink lagut उत्रहन्द् waste crow,-0.4215,negative
8143,main j bjp that bur say bur gall दोओन् bjp five सालोन्,0,neutral
8144,jake saheb aziz abe lick mothers mt j कुरन् out in the past fax thick,0,neutral
8145,congratul sir great achieve sir twaj ac ego musli ff dln chhat are,0.7845,positive
8146,one one comment contrat type color red act how वन् litterly fb eaboqi main crane august usk mtlb yes nun,0.4019,positive
8147,return thread rinki me unfolov jisk shoutout me nun,0,neutral
8148,know lumbar part bengal rain least november even न्त् give,0,neutral
8149,hellosir congratul win india jay ram सथ् sal shreya nun,0.5859,positive
8150,lime light पोल्टि c इअन् that क्र्त्र् आन् li nun,0,neutral
8151,nun,0,neutral
8152,proud prime hm narendra hummer minist jai bharat her her mahdev arch come,0.4767,positive
8153,top secure put ltd up c anpani aphpho money filled sal cum fucking sal will be,0.4939,positive
8154,may live long sir need bravery birthday go belat bharat salut country save hippie companion,0.7506,positive
8155,now love end really in asteroid bad the world some nhi in asteroid,0.1119,positive
8156,ll much less best mar dhad dialogu,0.6003,positive
8157,lyric miss great teacher sponsor nun,0.5423,positive
8158,true true leader nd great leader inspi generat salut parts jai the vote on nun,0.8658,positive
8159,birthday sweet sister cut friend wish return th hippie come hippie,0.7783,positive
8160,problem main sole anshul vai edu c pehle himself tri to do li august,-0.4019,negative
8161,defend jesse the letter zoot aj sent karen lyrical country wkl ume किरेन्,0,neutral
8162,band ac chor the second chor speak up bub rat why? kiss jorum conn chor,0.4215,positive
8163,film never age hrishikesh one move watch silent silent mukerje,0,neutral
8164,outside matas bengal still india indian resin anywhere india jay she ram,0,neutral
8165,vais vocal kanhai kumergi to meet want paritoshit want august kanhaiyaji j.e.t.,0.1531,positive
8166,fatmah more good will be engaged view will apply nun,0.7089,positive
8167,wicket shot baker dog give see nun,0,neutral
8168,everyone know doubt use video sir ad body krt father govern aki cho,-0.3612,negative
8169,lost custom stump is main panditji confiscated then kroge khane nun,-0.3182,negative
8170,thank get back rakes let quick look respond back soon mo,0.3612,positive
8171,earache side eye numair absolutely that&#39;s right firm parts understand,0,neutral
8172,style anisya years lick ह्न्,0,neutral
8173,even type kiss proper did c a न्त् hour k mileyag abb nun,0.4215,positive
8174,world cup expert lane leah play रहय् jayatna leah nee nun,0.34,positive
8175,best man like daughter wish sushm apna abroad me bharat mean everi,0.8555,positive
8176,sharp sharp me im,0,neutral
8177,humor eye follow what look isk empty nun,0.0772,positive
8178,right bc is bharv zimbabwe beti taking no yes bdske pet nhi scree,-0.3089,negative
8179,may salwarbuzdil divan got chhutti krni want nun,0.0772,positive
8180,self defend did safe congress weapons nowadays लद्कियैन्,0,neutral
8181,paul surjewal thank you tireless attempt do c enter bjp to fill multiple circar,0.3612,positive
8182,sale पत्रग् choose jaetay yours ven lodo gall tat,0,neutral
8183,bhardwaj civil war shukla chor harmi will do neech nun,-0.5994,negative
8184,st gel huh hey left remember railt mazbott soft nun,0,neutral
8185,news share pad english nun,0.296,positive
8186,parisian love channel tell help out ल् nun,0.7845,positive
8187,hello twitter friend prayed twitter dine project j me per some chor whatever pur necessarily nun,0.4939,positive
8188,year old record watch to time claim biggest fan give badshah,0.3182,positive
8189,jane bjp j.e.t. des janta j.e.t. the future bharat janta god i jayge,0.2732,positive
8190,to believe guy use child rate shame to know chor due वलेय् leftovers ka nun,-0.4767,negative
8191,went fajayat action without manegi c risi the chalat boukhl gye nun,0,neutral
8192,madam statesman even politician astaghfr jab nun,0,neutral
8193,q by chi next insan the case aysi pucca jh j गलिय्न् diti myself abd,0,neutral
8194,set bring biggest super indianfootbal keep watch space play excel nun,0.8519,positive
8195,problem bowl without stern danger unk bat unni nun,0.0196,positive
8196,see super wolf hell away true game hhhhh excitation save,0.7964,positive
8197,intra main sera country lok parv nickel jiski happiness country jhome only only parami,0.5574,positive
8198,paul media chhavi the hole to do bjp सथ् सथ् head time leaves apna diffen,0,neutral
8199,as beauty take the,0.5859,positive
8200,zindagi hurrah zindagi dear sweet sister good luck god bless वलैकुम् assalam good morning ok happiness no more bhar,0.9764,positive
8201,rather dirty jai angrejo bharat fuck देस्न् yours pehchanliya pole chariot,-0.7506,negative
8202,pm sir hyderabad sir hello name sukumar chot c ompani work कर्थहोओन्,0,neutral
8203,log respect world cup india august thought v that&#39;s right hummus mar,0.4767,positive
8204,london chor part gyay bch ander hi nun,0,neutral
8205,today special day congratul pm worker dead c,-0.3818,negative
8206,krishna worst thing london father of course the attachment v nun,-0.4404,negative
8207,well s new best friend jay bar last night mate,0.8591,positive
8208,nafeesahmad sustain incomparable chor bad happiness kanhi nun,0.0258,positive
8209,burns leagu kish century nun,0,neutral
8210,tm tm love huge fan love parisian jayato haro listen us love im live nun,0.9531,positive
8211,login variety lutna write amair गरेएबोन् loyot extra planetarium loyot led,0,neutral
8212,pine is vote also khane khan kr himself child hmmm victory ह्म्न्,0,neutral
8213,year matt move sale khan superstar lick न्क्ष्त् baat न्क्ष्त् baat will stay you die,-0.5994,negative
8214,do it family batein to listen some do them her च्,0,neutral
8215,miss hit six challenge out mulvi good morning सोन् afzal nun,0.3818,positive
8216,lie even wrong translate open said point c ours eq,-0.4767,negative
8217,shameless idiot parisian famous you gand the wash water indiac name take done chhat,-0.6908,negative
8218,sudden bait subs pehle surrey nickel युवाओन् lan paydeg only me b,0,neutral
8219,today ak set talk recommend great film tomorrow jaetu movies episode nun,0.765,positive
8220,pleas watch true face journal india chekmar gutta confess,0.4215,positive
8221,work th fail years भग् here heart years behen gourd nun,0.1779,positive
8222,gods congress that&#39;s right to know necessarily country baat pressed on,0,neutral
8223,hell old hug kodi okt father nature nun,-0.3612,negative
8224,home the trees mistake natage childhood ears neech applied aaj bevkoofi see,-0.34,negative
8225,pass use heartattack set access eccentric see lagut what die jae what bjp choose,-0.5994,negative
8226,like better bless bade nun,0.802,positive
8227,oh m hear reader super nice s hard grow audience rate sorri provided singh nun,0.743,positive
8228,th standard tail did exam c ompulsori nhi visible she did let&#39;s go,0,neutral
8229,band commit you mneg sirei puri water pass will go you promise,0.5423,positive
8230,see new drama cook s serious mind ill mind itching,-0.4767,negative
8231,badly bad clock to see time zorro c how यकेएन् nhi thori country दैक्न,-0.765,negative
8232,gay the bc tip bup mp uski eve nickel ched दोओद्न्,0,neutral
8233,oh scarcity talent parisian rule sector really a fia ib poli c,0.4215,positive
8234,swear done got tough ion nobody say hurt feel c hey aha nun,-0.6249,negative
8235,sir congratul new offload from pm air india flight air ministries,0,neutral
8236,minor minor vote say of course v bjp diti those who,0,neutral
8237,schowdhuri tonight might way could give may reward लय्लथुल् center charity through that&#39;s it allah nun,0.7579,positive
8238,one india p b will come will come nun,0,neutral
8239,guitar wish also follow in sh allah bohat lose it shehri pandus,0,neutral
8240,madam delhi log longbalk bais conn s pari tarf dirt jump jais ghatiya poe,-0.34,negative
8241,spread joy give friend shot win pp amaz,0.8957,positive
8242,pick use famous aaj etc. zen li they दुम्,0,neutral
8243,wish join satru siddu bjp to take c अहिय् both per crane,0.5994,positive
8244,gadkari j.e.t. hardik more avm सुभ्कम्नय्,0,neutral
8245,frenzy book general gold left harmi dog lady marium sent sometimes am the soldiers,-0.3182,negative
8246,depend people much tire disappoint nun,-0.4019,negative
8247,post research years randi olad salt haram to do say fly what kr gold jasi अंकोउन् il,0,neutral
8248,half like self c enturi kr on thank you इत्न् li,0.6124,positive
8249,cheer hey hey labyu,0.5106,positive
8250,canal bad arrrrr it&#39;s over nature crow अ cc उस् nhi hoag nun,-0.5423,negative
8251,kosi to do वलोन् har,0,neutral
8252,she shah havana sasha hello man amit apps the request if goor lray विधन् soon,0,neutral
