,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
6393,madamji did not go to bangaldang because of him.,0,neutral
6394,"if you have any questions, please feel free to contact us.",0.6808,positive
6395,you are a real man and you will one day become the best politician in the world.,0.6369,positive
6396,member good usmsjdosm dusnbdjdneuxkeudnsdjsjsnsusnsjd love such oh gosndusm i love nan,0.9062,positive
6397,she sir pleas accept heart congratul history win verdict reflect billion p nan,0.9042,positive
6398,bias media jet away ke kiss sub baton ask bless road even single news shown chain,0.6369,positive
6399,om,0,neutral
6400,madherchodundi rundi valle se tirtteert se hiri teri aur teri sistar aur teri ma ki gandh fad dung,0.2263,positive
6401,kashmir beauty country wonder family shoot vacant hectic summer bliss h nan,0.7269,positive
6402,sonya swatantra veersavarkar - one greatest patriot india father revolutionary movement classic librarian nan,0.6369,positive
6403,uditraj chor kallum namaz&#39;s biryani kha rath and aaj is giving this message to babkufte,0.34,positive
6404,mcc bharat humko jaan hai pyaar hindustan gullistan hamar hai acta bharata sabka saath sabka,0,neutral
6405,nun,0,neutral
6406,"ab yah it is not unfortunate that after the birth of pappu, lord mar iyah tulsa gave a fine",0.5073,positive
6407,म् १ इधि नन मात ना मथशाशनम् ???? venevvatch first thing c ome mindrole rajmat nun,0,neutral
6408,pakistan has not written a letter to south jersey in south africa since c2019.,0,neutral
6409,absolutely free of charge was not a single letter of the bbc.,0.5563,positive
6410,fail avesomsee ummdesh upaksth hai deshki ummid upaksth hai jai hindnan,-0.5423,negative
6411,why is it so wrong? ? ? bc06-jun hour game play,-0.4821,negative
6412,"if you try to speak up, you may not be able to speak up.",0,neutral
6413,best new project safe flight prayer away sure,0.8555,positive
6414,any u r become hit u rule ?????? nan,0,neutral
6415,"he is the person of isco issi baat, who is the recipient of alliances.",0,neutral
6416,no one can stop the fires of our country.,-0.5267,negative
6417,modiji is very good for you and it is also beautiful and the birth is that longgo kind,0.8883,positive
6418,great persons of the world shreya narendra modi modi yours sincerely,0.802,positive
6419,take surjewal tum bhi tumhar nate like zooth bolt ho abaaay yeh yeh hai man 24 may ok ok ylind book kiya,0.7096,positive
6420,bro sbu kuchthik ho jay g chint na karvellove ?????????? nun,0,neutral
6421,nation speech always best sir? thank you very much. after aimim jind ?? nun,0.8042,positive
6422,c.,0,neutral
6423,teach us path opportune life,0.4019,positive
6424,16 media has not become a party,-0.3089,negative
6425,imran mian thanklikke / poetri realty gray appre cien,0,neutral
6426,happy birthday to all of you.,0.5719,positive
6427,"this is not the case, but it is the same as the post, but it is the person who is the person of the book.",0,neutral
6428,pio nde stalkeaset ndeve in entu photo genio ?? nun,0,neutral
6429,today wish state student their result with & with board future country state jaw hind jaw bad visual ?? nan,-0.2869,negative
6430,watersavingtipsbystramrahim dr mug water precious us sasha said first,0.5719,positive
6431,"there is no such thing as a bad idea, no matter how bad or bad it may be.",-0.9148,negative
6432,hey guy exit really supra select cool exit watch move watch g,0.3744,positive
6433,hindu leader r julner face case protect into hindu nan,0.3818,positive
6434,watch,0,neutral
6435,2288 there is no one left who will not be able to go to the twelver.,-0.296,negative
6436,"enemy come, listen, love is the word that you love, that is the love",0.8779,positive
6437,goodone bakri birthday lollan,0,neutral
6438,had hope day coexist return region soon god bless nan,0.7783,positive
6439,there is nothing that you can do to help ease the way.,0.6369,positive
6440,opposition groups called for a boycott of the assembly if the protesters did not join the protest.,-0.5184,negative
6441,atalji word principle away us act cataclysm develop hart nan,0,neutral
6442,“it is not to be believed in the manner of love. &quot;,0.6369,positive
6443,look big girl did i weekend foi nan,0,neutral
6444,meenboi 995 does not have to be calculated.,0,neutral
6445,you may know that salman is the best person in the world.,0.6369,positive
6446,sapphire 1 bzkye toh bt iski waz se ha israelk hold abharjah ha one spapeaknn,0.5859,positive
6447,walk footstep ( mere soon satguru i ) today donate new cloth poor laid thank nan,-0.1531,negative
6448,it is not clear what happened to rose teacher and student.,-0.2924,negative
6449,chutia fergie baat matparkar bkc bol bol ke tum jaisskut jae na sakt ekkwar,0,neutral
6450,worldvicotoriousant predit cant ramplegi per prof (harr) spiritu knovledgreat sant von,0,neutral
6451,why do i stay in the house all the time? ?? nun,0,neutral
6452,10 vari n c a zi thank dhan satgur,0.3612,positive
6453,c ongratul jayt apki mubarak ho,0,neutral
6454,vall ki lang talang sang fashion tak va ki rng c ommon censa pakam pang leongslave b manmit,0,neutral
6455,bharatka tirang desh ki shaan hai * bharatka samvidhan desh ki jaan hai * bharat ki sanskirti desh ki an hai *,0,neutral
6456,daljab bjp1 vi muslimmpnhi loksabh se baharse layaya ab8c andid sabharg,0,neutral
6457,one brother batch mate elect engine upon enquiry answer opt engine,0,neutral
6458,ter kya tum tum obb ki kuot meh reserve le rehe ho haj haj hai for 60 years,-0.0772,negative
6459,"krishna, the filth that has spread, must be thought of in this sabbath.",0,neutral
6460,"after 5 years of propaganda, did bjp come to power ?? nun",-0.3313,negative
6461,bhai happi happi birthday ???? allahta l aapko sehat tantrusti deint ki aapatvana-e-pakistan ki,0.6072,positive
6462,??? god morn pop g please bless save sumiran parmarthk balbakshan ji,0.8732,positive
6463,these are just some of the goal setting shareware that you can use.,0,neutral
6464,strict friends did not need to see the red grains of aydub ayyub ran,0.4767,positive
6465,book summer appoint a ajnailcx ! ! ! pedicle service ?? link big ( will,0,neutral
6466,very big thank highest every ???? big boss thank enough did nan,0.7382,positive
6467,because modi-modi has not cried for 5 years.,0.2924,positive
6468,yeah shit isn happen on na hang play bass instead ???? nan,-0.2406,negative
6469,crusher childhood himeshreshammi things,0,neutral
6470,gandhi&#39;s chamd tut jayeng ovesi dhangse zindagi,0,neutral
6471,"i am india, i do not accept your blessings",-0.6167,negative
6472,is this the madness that remains from kejriwal ?? . acc ordvay empow women ?????? nun,-0.594,negative
6473,nevs ome arrest havaldar true nan,0.1027,positive
6474,who are these people?,0,neutral
6475,rapid dignity sir ply give one chance improve best team swash hart abhiyaan ( like 2,0.9231,positive
6476,mamt kutiya jai shreye ramnan,0,neutral
6477,best morning guru pa ji. ???? plus blessings save simran ???? nun,0.9163,positive
6478,what do we need to do when there are no such people in the country? nun,-0.296,negative
6479,most of us are proud of our country.,0.4767,positive
6480,c ongrasul sree amiths ji jaihoo jaihoo bjpnn,0,neutral
6481,mashallah mashallah birthday night c ute wife yosef allah pak apko hamesh salmat rakhin ?? books &amp;,0,neutral
6482,may got awesom deal timespoint - anna + 12 month free subscribe,0.5106,positive
6483,bhootni nhi doondhti khud doondhlo khi khudsev krvane lgi bad mujh blm kroge nan,-0.5423,negative
6484,"it is your nickel but you know that you do not have a dog, nor a family of children,",0,neutral
6485,sponsors and producers seem to be getting more and more respect for their products and services.,0.5657,positive
6486,fat people want get slim skinny people want extra fat single want relationship couple happy one nan,0.6808,positive
6487,ofc roop question 04 deepic 008 senhal,0,neutral
6488,rubik zicongresko 140 to 150 k krebset milengsbse best nevs channel abpnevs ?????????????? nun,0.7319,positive
6489,"sometimes the fate sirf is not a woman or a woman, but the person is not a person who is our human being.",0,neutral
6490,first ruza away proud moment family kid big contrat nice fareham fate petya r,0.7096,positive
6491,there is no grandson of abhvp fullagwar zinc padhai.,-0.296,negative
6492,ohhhhh cervial ?? #sunochand2 ???? thanku humcheng give us kamalsuperdup nd akheri faunni se,0,neutral
6493,asan arey modi govt minister koi bi ho result modiji is thinking what happens is why it is so annoying,-0.541,negative
6494,krishna gonn interesallallu vatsan chakravarthi kann ravi oongratul guay) supera vait,0,neutral
6495,"as soon as the last couple have been happy, their daughter has become guilty and they are",0.2263,positive
6496,parent told throw money away bad invest ah pass nan,-0.5423,negative
6497,hisab se jais bio hai mandir ban jayeg zaroor bharat aa gaye ?? nun,-0.6072,negative
6498,sir iskwit pe aquedio tha aap ki kisi c olegmein,0,neutral
6499,stream love thou compute cocci mane ft prince pop austin bitter nan,0.34,positive
6500,grate way share loss thank prayer support ?? nan,0.6662,positive
6501,good luck partner bazaar challenge high attitude inch trail 4 day rays fund,0.7351,positive
6502,what a wonderful way to screw people over. ! ! krishna,0.5972,positive
6503,forget boppir dhomm palsh sen,-0.2263,negative
6504,remember iscoball is opening in bengal?,0,neutral
6505,don&#39;t buy any of these poisonous plants. save yourself.,-0.128,negative
6506,komk mall chori kern agarc evil supermesi hay humper lakh barlanat bhaijtay hain kazi,-0.6597,negative
6507,3 kinds of peopel 1 chutiya hai hai paat hai hai 2 chhutta hai par lagte hai nahi 2 and sal yeh chuittiya,0,neutral
6508,god bless lot bless strong achchhogon ke bhagwan hota hai ntvorri sirnan,0.875,positive
6509,king khan and alia bhatt deer zindagi movi bhot achi thi hithi hui thi aur llove story wo bhi thi pranan,0,neutral
6510,s heartstopp laura dean keep break pitch love love beauty anti,0.8979,positive
6511,bol bajrang bali sacrifice,0,neutral
6512,[? ] merhab nlgs? new? don&#39;t fall? लर्? ? what? iler ç birk? एय् ö य्लेमेक् नन्,0,neutral
6513,sir face difficult change intercede board station fatal ticket see,-0.7184,negative
6514,yeh anjan om modi hai yeh khud bol chukki hai isse se kuch ekspekt karna faltoo,0,neutral
6515,fan ran poor love at rah way written move way ahead time nan,0.5267,positive
6516,lond girshare topsecret anoth girle reat - behen kisiko nahi btaungi mean - apn6 bnan,0,neutral
6517,shameless self-promotion for ballistic products and a great bargain on a neat little knife for you.,0.7579,positive
6518,happy birthday one gem not enjoy sparks one yojana nan,0.2668,positive
6519,2010 really turn well jacob wonder lyric & gutta friend nan,0.6786,positive
6520,"burkha vallon is not to worry about it, because it is impossible to keep a huge amount of money.",0.5727,positive
6521,sir ?? the bjp has made darrk mahol an abolitionist.,0,neutral
6522,it is shameless that someone has said that it was insulting.,-0.6808,negative
6523,english language,0,neutral
6524,god bless you,0.5994,positive
6525,havana want disqualify got post well ryazan ka royal karp nan,0.34,positive
6526,when see highlight was match away see either man boy,0.34,positive
6527,2019 elect result verdict people like part correct karay taper piece he nan,0.4767,positive
6528,youth is on fire,-0.34,negative
6529,abroad properti rakh krchupanvalrespftful akamne panam harmi waseem abbasi nun,0,neutral
6530,mtlb janvar to fir janvar idhar ese harmi palti hein apni ma behnk bayne sochti kalko darindgi ki saz habe nan,0,neutral
6531,padheg india badg india,0,neutral
6532,report news academy mental health,0,neutral
6533,thank he sheath invade friendship good wish look forward enhance w nan,0.875,positive
6534,nahi randi ki bc teri teyam afghanistan vest ind sab haregi hahhhhhh ???? your,0,neutral
6535,exxonmobil episode 4 may case,0,neutral
6536,unique lover happy birthday sister i saint dr mug insane i bless max sea simon parmarth lifestyle nan,0.8225,positive
6537,???? how much do we love you ?? lowe infin ??,0.7691,positive
6538,"only 3 episodes of hostage hostage is not available, but it is not easy to see",-0.4782,negative
6539,blockbust series watching this is multiple 3 vi lelo folk curve deg! ! !,0,neutral
6540,my husband has not been on the call of god and he has heard that he has told him that,0.2732,positive
6541,"&quot;rama bharos&quot;, the popular ministries of india system.",0.4215,positive
6542,babulda - most of the world&#39;s blessed god bless always acbarshi kirk your hammer north,0.8316,positive
6543,hrutul bau na vichar avesomn,0,neutral
6544,"and you who are the devotion of the terrorist, that their majburi is tum kittay",-0.4019,negative
6545,you are going to leave bangladesh and rohingya.,-0.0516,negative
6546,three marker challenge beat mon mon vs english coal,0.0772,positive
6547,tumkangan&#39;s fanpadishi badsurat are not childish pescho vali shakal dikh sal.,0.2235,positive
6548,"don&#39;t worry, people don&#39;t die so quickly.",-0.7783,negative
6549,"sir rahul singh, who is separated from you, will not be promoted from his report.",-0.3252,negative
6550,nail albany withdraw is 5000 core case congress leader ahmadabad exitpol says peal,0,neutral
6551,present india thank understand concern nikhil wait response bring,0.3612,positive
6552,i&#39;m not sure if this is a good idea or not.,0.2354,positive
6553,siddikui is not a pig,0,neutral
6554,modi is not ashamed to spit on you so much.,0.3724,positive
6555,the bill is not the focus of the world bank&#39;s industry-leading industry.,0,neutral
6556,likeapp ?? thorax sa par broadcast magic live come join,0.3736,positive
6557,only for jeet but many things happened but it was appu who will see that freer nun,0.3919,positive
6558,why did abe come out? ? ? azadi is not the new home minister of the country,0,neutral
6559,how free is the indian media than fizkhan ???????? he is the last of the beggars.,0.644,positive
6560,beyond 2012 ?????????????? bhakti dob is blind and thinks that power is gone.,-0.5661,negative
6561,nun,0,neutral
6562,gaddho abhi sudhro chaplusi chamchagiri ki rajniti kabhi abhi bahut dam kambi is c ongres,0,neutral
6563,amarind sirji goodmornji sirji shabhi nay apkitra,0,neutral
6564,"it is my heart that my mind is yours, as many as you are, my heart is yours",0.8555,positive
6565,worldnotob cc oday worldvc c torioussant jagat guru santrampal maharajji,0,neutral
6566,swag-e-virat? best sirji jashn-e-jeet chalta rehna chahiy bharat mei best ?? biratkohvorld nan,0.8732,positive
6567,"हां गोओद निघ्त् ?? you don&#39;t need to be happy, do you? nun",0.6416,positive
6568,mummies took money,0,neutral
6569,"it is so bad, it is not married, but tamar koi choa nai ??????",-0.5727,negative
6570,i am looking for a movie that i have seen flopped.,0,neutral
6571,nan london join us tomorrow open night new exhibit network end end knowledge end shows institute library nan,0.296,positive
6572,remember the best amethyst gujarat in the world ?? nun,0.6767,positive
6573,hahaha very funni basdusronka hi bio dat leti hain aap basgood jobnan,0.5574,positive
6574,love able away witty comment here hollyoak nan,0.6369,positive
6575,what is the 5th std 3 grd 3 grd employe re c,0,neutral
6576,like youtube look silence world full video song hindi world full song song aham,0.3612,positive
6577,"god bless ?? . stay away from pagal kejriv, only then will you be saved? nun",0.8042,positive
6578,dogar 511 say sir jave subnica person kmalki parodi krti hn up ???? nun,0,neutral
6579,sardar gaddar is not an expat sidhu,0,neutral
6580,really surprise song teesri manual divine came 4 year ago one rapier boy,0.7178,positive
6581,127 la long time see hata new superhuman tour bus ! ! ! ??? wait see nctzen weekend nan,0,neutral
6582,this is not the same chootiya who is the leader of the wrong nevts given muffi and adalat.,-0.4767,negative
6583,fake fuku&#39;s utmost fanatic is all that cangresion has to say about himself.,-0.4767,negative
6584,"just like today you have become anjan omkashyap modi, then after a few years you have become anjan omkashyap.",0.3612,positive
6585,teem bro transpar nahi hai sabib nisar ki kya kya nya kya plum chanti tou,0,neutral
6586,stop learning the insults of your beloved mein jhanko soyeti.,-0.1779,negative
6587,diggi babu haaaaaaaaaaaaa bhagwa atnk hafiz sahabkya majja aa rahan hain tumhari harne mujhvapi jawan,0,neutral
6588,indian prime minister narendra modi has been sworn in.,0,neutral
6589,one follow bc change pp dont really care bc loss can see he sweet,-0.3418,negative
6590,you should also spread the word that modi should be pushed to the limit because the dog should die.,-0.5994,negative
6591,i wish i could sing and sing new songs.,0.4019,positive
6592,agathyad kuchnahi hog pichl 4 bar se humdridwale hi jet rahe hain isbar,0,neutral
6593,24 date thnk मेc ome life bhaiyjani allahpak ki rehmat shabnam bn k apk gulistan a hayat pramesh,0,neutral
6594,281 maryambilav pasteen agar aaj khudankhuast pati ki govt khatam hoti hai for dekhne yeh ptm aur istrah ki dosri nan,0,neutral
6595,"this bjp has kept the king of agar for the purpose of cleaning the office as modiswaringin swearingin, eremni n.",0,neutral
6596,"shame on you, democracy would not be a junta",-0.4767,negative
6597,these politicians do not trust the poet sudhreng vespa.,-0.4023,negative
6598,"you are happy that you are a part, but not a part of it, because it will be your part",0.3291,positive
6599,there is no other way except for the absolute movement against 85% moelvsion ambedkar,-0.296,negative
6600,who has been keeping emraan hashmi as a friend of fu cay,-0.3612,negative
6601,i am not looking like you are on my mother&#39;s day,-0.2755,negative
6602,"whether hukumdevji got the ministry or not, there is no fake trouble",0.5875,positive
6603,hello only my help cry plus my girl who has bloody c &amp; c is my friend who i am form my friend only,0.4767,positive
6604,this god is not immortal,0.0926,positive
6605,qamarbaj begherat is begherat navjsharif agnnt jit bhi khud banyi the is beghair,0,neutral
6606,"it is a pity to think about it today, but it is very difficult, but kambakhti did not give it.",-0.6474,negative
6607,in the name of hindu muslim,0,neutral
6608,only ex-cheating will not be done so that it will be saved,0.4215,positive
6609,khushfehmi allahpak ikko abpakistan klye hmesh pmbanag nun,0,neutral
6610,gaze arushi kamin blok ho jayeg tu nan,0,neutral
6611,thx every single memor mak day u guy amz ?? jcb,0.4329,positive
6612,c,0,neutral
6613,"hello, your chankya policy has changed the history of the whole country.",0,neutral
6614,mowglu is very happy for me from my crying,0.2247,positive
6615,"on behalf of me and my party, i would like to extend my heartfelt condolences to all the members of the party.",0.9022,positive
6616,universes man aas wakt bhi aath ha jabband ya tho attend lagani jath hay sirf aiknzarc rushko dheknay kliy ?? nun,0.7399,positive
6617,14 abele banana ma behanko gali dekar bolt hai kuch bol nahi hai tumloghsrk fanbi,0,neutral
6618,thank memory jose antonio red ?? never forget,0.5463,positive
6619,is it true that this hatred will not stop ??,-0.2197,negative
6620,these zealots are roaming the country,-0.2023,negative
6621,your job is to negotiate.,0,neutral
6622,देबत् विथोउत् c ओंग्रेस्थ्रेए c अल्ल एक्स्पेरत्,0,neutral
6623,sariya usbachari ki sautan kyu la rahe (much ekt kapoor serial drum) ???? nun,0,neutral
6624,yang man korng star man dulu like,0.3612,positive
6625,worlddotob cc oday jo satsang sunkar bhi tambaku etc.,0,neutral
6626,mavi may eid plate liffe phil juicie kababtikk topchatni happicovern,0,neutral
6627,best form call leave ou leave i quest ã nan,0.5859,positive
6628,littl tri trio khoyi khoyi yadein sang shrey ji ????,0,neutral
6629,pak army zendabad isi zendabad murdabad gadhar family chor family lanti katari ki rakhel gashti maryam nan,0,neutral
6630,god mornpit ji thanknevdy please bless save sumrin permarth baxo ji,0.8555,positive
6631,"on the 16th of ledki and the 67th of mercury, 3 times a day and on the 7th day of the 7th day, then what will happen to him? 1667 × 3 × 7 =",0,neutral
6632,sanjay abbaja baaj loog hai,0,neutral
6633,???????????????????? pure n divinlook purest meri hi nazar lg jayegi put ???? malliksingh no,-0.4871,negative
6634,thank you narendra modi for returning to the country.,0.3612,positive
6635,i swear to you and your hon&#39;ble prime minister that i wish you all the best,0.7717,positive
6636,ohhhh far great thank worry gone thank help ) nan,0.836,positive
6637,extreme best mistakes sorry for the inconvenience.,-0.0898,negative
6638,launch swachh bharat abhiyan one realiz meant! ! ?? modiswairinginn,0,neutral
6639,why don&#39;t you just go out and write modi&#39;s blog?,0,neutral
6640,ploss follow big funch ongressy share lover insomania c hahh,0.7184,positive
6641,quintan airvay foto un vuelo di c to o c tvo de l&#39;azsale de ibagu en en mcr,0,neutral
6642,i&#39;m glad you&#39;re both happy to be here.,0.7717,positive
6643,the path of patriotism is very important for the children of rakesh sir.,0.2716,positive
6644,i don&#39;t know what to do.,0,neutral
6645,this will become the fifth year in which you will see a new world! ! ! ! i am proud of you,0.6449,positive
6646,it is a pity that the ministry is not formed.,-0.296,negative
6647,batang state universes ?????? nica meetng pal hah nan,0,neutral
6648,need love love ca n't get enough love ca n't live without love ca n't get,0.8309,positive
6649,hi steam ca n't wait new shirt day and news love manna ??????????,0.7319,positive
6650,it&#39;s been 5 years since the fire broke out.,-0.6369,negative
6651,tvt jol hahhhh wellgoodlucx atung frindship inigduv ani nun,0,neutral
6652,why do not lose money? the these steps,0.3089,positive
6653,10 get skinny fit ?? 'm proud but ???? nan,0.5803,positive
6654,yesterday historytomorrow mysterytoday gift godwhich wh call present gumma mubarak nan,0.4404,positive
6655,what are some of the things that can happen to a person? nun,0,neutral
6656,"it is better than you know that you have your own friend, whatever your heart goes,",0.8834,positive
6657,kungya chor kr apko massom kuri ko ?? nun,0,neutral
6658,"brought a lot of attention from the internet, i did not answer my plea",0,neutral
6659,bit late wish i since commend & congratul good work done nan,0.8176,positive
6660,"your heart is in a state of turmoil, and your heart is pounding.",0.7845,positive
6661,mujrim nah smjh because you have been told to be happy with me,0.5106,positive
6662,ariel sub dag&#39;s self only a dhulay ariel ariyal ho ho ??????,0,neutral
6663,?? good more sweet sweet papa i ?? ?? ply bless & family sea sumiran pa,0.9221,positive
6664,abhi vocir proud &#39;mlove modi ji filmake digit india nan,0.4767,positive
6665,"and no matter how many terrorists join the bjp, why is it that all the milk is washed away?",-0.4541,negative
6666,sport defend champ melissa look go extra mile westminster,0.4767,positive
6667,congratul proud dish made signify contribute toward ujwalla young b,0.4767,positive
6668,and i do not want to go beyond hinduism.,-0.0572,negative
6669,"hi nirmal, thank you very much for your support to the minister of finance.",0.6369,positive
6670,hi everyone do you have any suggestions on how to look or get an appointment for antique items?,0,neutral
6671,amnesty purple ?? ?? amnesty lemon x purple rush ?? follow are g great day ?? greenwoodgift ?? high que,0.7236,positive
6672,"if you don&#39;t get any post, you have to work hard.",-0.1027,negative
6673,this is not done by the normal foreigner burya logon.,0,neutral
6674,luck really nice gastro pub girlfriend love fortunate really good italian scar,0.9467,positive
6675,ali9 abe chutiya madhar chod,0,neutral
6676,yeh rah app ka kutt khut dehk ko ho ho ho ?????? and doosra dog soon your dog&#39;s arms,0,neutral
6677,9155 think desert good time nan,0.4404,positive
6678,zeeshan 3 ajko ch ने rennechi kalparsu ka dekhain na,0,neutral
6679,?? n't want talk madura cheap chutiya like stop talk like pig nan,0.4475,positive
6680,diljeetliya ankhon anso agay apki bat sunnkan,0,neutral
6681,yaaaaaaa iii bass ! ! ! ! ???????????????????????? ca n't believe unique chance watch concert even,-0.5951,negative
6682,धद्वृितुअल्त्रदित्नेएद् c ओर्रे cत् कन्यदान् देरोगतोरी,0,neutral
6683,choir well said very true dare dream great weekend nan,0.8899,positive
6684,you do not have the permission required to post.,0,neutral
6685,these people who are happy are feeling very happy.,0.8479,positive
6686,appmein yehi tho kemi hai sir apphames hi dalit jatti ?????? what&#39;s up ??????? kerth is,0,neutral
6687,net tereko c allei kya advan c version uslabour bhai chitti mili kya ???? nun,0,neutral
6688,best wish swear pm second time modify build new india ahead 5 year to,0.7717,positive
6689,cry fact in see boy month in anna happy w friend in anna safe space nan,0.7717,positive
6690,good more asitbhai ?????? guess right welcome laid baker ????? gokuldha,0.782,positive
6691,god morn dosto for you have a fresh smartphone for you.,0.5267,positive
6692,which group of therapists are not your friends?,-0.3724,negative
6693,the great initiative of hon&#39;ble prime minister proud indian is not only hindu.,0.802,positive
6694,thank you for your kindness.,0.6705,positive
6695,finish watch move did super-cut ni ve sanpedro,0,neutral
6696,fact dont change anyone 's statement india will,0,neutral
6697,ल्य्फ् रिघ्त् ?????? maybe that&#39;s why the year is so bad ?? nun,-0.7544,negative
6698,how much love is there,0.6369,positive
6699,wahh srkian isskhet hai gallachod fanbus bc khudk aktor 5 yers se floppe flopdiaj nan,0,neutral
6700,k द्रन साa dsब्bhहि ऐ ऐa a मs matkियr दार दार dुr ले lever ke l खरte khar à bh हैt hai nn,0.4588,positive
6701,ascorsport can reach semifan think afghan reach semifin,0.0516,positive
6702,ah 's classic ?? hope wo n't ask cure n topic nan,0.504,positive
6703,test spirit thing work together good love lord because occur new nan,0.8316,positive
6704,there are many reasons for the birth of shri narendra modi in india.,0,neutral
6705,"thank you, grandpa or your mouth?",0.3612,positive
6706,can&#39;t there be a &quot;voice&quot; under the bjp? 203,0,neutral
6707,it is not possible to find the goods that are far away. ?????? unknovn,0,neutral
6708,did self already ugly feel nan,-0.5106,negative
6709,nun,0,neutral
6710,"rashtrapit, who is rashtrapit tum kutto, has become a rascal to ekkutta",0,neutral
6711,gun miss lot general public like us improve passport service effect nan,0.34,positive
6712,hindi (acuual urdu) neves; bunglow&#39;s slipper thief who&#39;s the latest news,-0.5267,negative
6713,what is the best way to get married? dont trust girl ?????? nun,0.5358,positive
6714,"you don&#39;t even know how to walk, you don&#39;t walk, you kick your children out of cancer.",-0.6597,negative
6715,ind bahut ach kam hai bhai par hindu charter pe bhi kamkijai abmodi nan,0,neutral
6716,only ur inc lous thoght graat! 4. bhot agay jayeng ye hindust with bhut ak sabko,0,neutral
6717,"from the muslim community of india, it is the duty of the ulterior govt.",0,neutral
6718,jay shrey rum,0,neutral
6719,jai bharat c ongratulp modiji ke uperpur bharat ko viswa hai prajpurohit 9949436427 nan,0,neutral
6720,ha ha love thank muse explain he-man tiger one funny,0.9246,positive
6721,happy birthday 2 u love baby bhaiya i god give good health great year head,0.9517,positive
6722,the first day of my life is coming soon. you are coming soon.,0,neutral
6723,congratul sir wish see cometh hat kari nina nan,0.4019,positive
6724,"thinker that c / o became a ministe and you are a chestia, you are a child.",0,neutral
6725,"bc this is the best thing you can do to give a pot, and unumploy which is a subscriber who is 75",0.6369,positive
6726,bakwa bandkro makkar is not forbidden,0.3252,positive
6727,"may allah be merciful to him, may he be merciful to us, may he be merciful to us.",0,neutral
6728,sysk soundpro hsb3000 mei kons bluetoath verizon is mein kahi par bi isis ki informa ki informa,0,neutral
6729,very proud modi sirlove india salut sir yours sincerely,0.7574,positive
6730,life kabirsingh new song tujhekitnachahnelag new age love ballad fill melancholy long - watch video nan,0.3182,positive
6731,bhat moodi is not a good thing nowadays,-0.3412,negative
6732,iron hate people like  ???? wait til end  shit even funny,-0.594,negative
6733,11 fast craig milzeg prize hope next winner are you ?? nun,0.885,positive
6734,lookbest biolog c oachmayur vihar lakshmi nagar patparganj ip extens noid aast delhi c alll 995551 om nan,0,neutral
6735,it is important to note that this relationship does not have to be this way,0.2023,positive
6736,"the pakistin banyan story is which is thirteen of azadi, which has gone through the ages. the to logono",0,neutral
6737,hate child bad afghan ashraf ghani india&#39;s spoon he can&#39;t escape his avan,-0.7579,negative
6738,"watch the video of sorri prasey, who has been angry for 41 weeks.",-0.5106,negative
6739,"these two are bedridden, they are traitors to goro, they are hindus.",0,neutral
6740,?????? shall i write the abbreviated form of the verb axon meinstyak lyrichi ??????? nun,0,neutral
6741,"sister, do your poojana for a whole day.",0,neutral
6742,offfle arey bhai movie dekhe mer dimk kacodhi huvv. ?? nun,0,neutral
6743,kashif and you who are moet paayat ek ko kya hai,0,neutral
6744,boybhai ek dettolden bhaiybhai dettold kyu chahiy boyvoh gfki ma ko manan jan hai ?? भैयपर् देत्त्,0,neutral
6745,what do you think? nun,0,neutral
6746,chan kithan ataullah khan amz chan kithan ali sethi beyond avesom video give feelnn,0,neutral
6747,ghalti ahmshah ki nahi hai ghalti usko misguid karnayvalon ki hai stophte kiddgodske nan,0,neutral
6748,ali nasi n't want follow without ye king beat how nan,-0.0572,negative
6749,"they are not able to move, they are not able to move, they are not able to move.",0,neutral
6750,or afc jiteg bro bcos india best temworldn,0.6369,positive
6751,oh god u cut u ?? let 's cup water someday ?? n't drink,0,neutral
6752,"mahi01 is very good, but i don&#39;t want to learn",0.3708,positive
6753,"the pain ?? do you feel pain, pain, pain? cry yourself ?? are you proud ????? we ache why not",-0.9498,negative
6754,dare c alla hindus stupid sal jisthali khate ho ussi ched kart ho nan,-0.5267,negative
6755,bachodi world c up hai c ondit fvourheavli bowl first side nun,0,neutral
6756,lowe khattar saheb hathi chale bazar vife professor dehli schoole,0.128,positive
6757,best thriller movies,0.6808,positive
6758,happy birthday to all of you,0.5719,positive
6759,"arushi didn&#39;t know, but she didn&#39;t think about it",0,neutral
6760,pancholi pooj liye tastlike shitnan,0,neutral
6761,"he is not in india, he is not in india",0,neutral
6762,reply? ? ? mandaye save someon bhakt saisle jab hindu ne bachya tva,0.5775,positive
6763,it is unknown at this time what he will do after leaving the post.,0,neutral
6764,"shahbaz sharif has become a hospitable person, isn&#39;t he? joke nun",0.296,positive
6765,a bhosd randi mamt khan ki ise sali ko pork khilao bangladeshi ko nan,0,neutral
6766,bachpan mein sun karta . ???? that chudail is white in white and rama&#39;s name is beautiful,0.7059,positive
6767,the country has not been able to recover for six months due to reports.,0,neutral
6768,it is better to have universal trust than to give a majority to the people of the country.,0.7351,positive
6769,congratul sir .?? proud sir 29,0.5362,positive
6770,i don&#39;t think so much as stealing.,-0.6077,negative
6771,youth hart away did nan,0,neutral
6772,yogendrayadav dono ko bolo anantnagpulvam manbin se c urk 2 din jais marzi ho c ampagn kark dekh sal opportunist nan,0.0516,positive
